source_node	source_type	edge_type	target_node	target_type
Epidermal growth factor	drug	may treat	non-small-cell lung carcinoma	disease
Brigatinib	drug	may treat	non-small-cell lung carcinoma	disease
afatinib	drug	may treat	non-small-cell lung carcinoma	disease
canertinib	drug	may treat	non-small-cell lung carcinoma	disease
neratinib	drug	may treat	non-small-cell lung carcinoma	disease
vandetanib	drug	may treat	non-small-cell lung carcinoma	disease
icotinib	drug	may treat	non-small-cell lung carcinoma	disease
dacomitinib	drug	may treat	non-small-cell lung carcinoma	disease
Inclusion membrane protein E CT_116	drug	may treat	non-small-cell lung carcinoma	disease
Inclusion membrane protein E CTL0371	drug	may treat	non-small-cell lung carcinoma	disease
osimertinib	drug	may treat	non-small-cell lung carcinoma	disease
Isopentenyl pyrophosphate	drug	may treat	Hyper-IgD syndrome	disease
geranyl diphosphate	drug	may treat	Hyper-IgD syndrome	disease
geranylgeranyl pyrophosphate	drug	may treat	Hyper-IgD syndrome	disease
Isopentenyl pyrophosphate	drug	may treat	mevalonic aciduria	disease
geranyl diphosphate	drug	may treat	mevalonic aciduria	disease
geranylgeranyl pyrophosphate	drug	may treat	mevalonic aciduria	disease
Isopentenyl pyrophosphate	drug	may treat	MVK	disease
geranyl diphosphate	drug	may treat	MVK	disease
geranylgeranyl pyrophosphate	drug	may treat	MVK	disease
dabigatran	drug	may treat	thrombophilia	disease
ximelagatran	drug	may treat	thrombophilia	disease
Anti-thrombin antibodies	drug	may treat	thrombophilia	disease
dabigatran	drug	may treat	Hypoprothrombinemia	disease
ximelagatran	drug	may treat	Hypoprothrombinemia	disease
Anti-thrombin antibodies	drug	may treat	Hypoprothrombinemia	disease
sorafenib	drug	may treat	hypertrophic cardiomyopathy	disease
vemurafenib	drug	may treat	hypertrophic cardiomyopathy	disease
sorafenib	drug	may treat	Noonan syndrome 5	disease
vemurafenib	drug	may treat	Noonan syndrome 5	disease
sorafenib	drug	may treat	dilated cardiomyopathy 1NN	disease
vemurafenib	drug	may treat	dilated cardiomyopathy 1NN	disease
PRE-084	drug	may treat	autosomal recessive distal spinal muscular atrophy 2	disease
dextromethorphan	drug	may treat	autosomal recessive distal spinal muscular atrophy 2	disease
(-)-pentazocine	drug	may treat	autosomal recessive distal spinal muscular atrophy 2	disease
bd-1047	drug	may treat	autosomal recessive distal spinal muscular atrophy 2	disease
Hypothetical protein CT_449	drug	may treat	autosomal recessive distal spinal muscular atrophy 2	disease
Hypothetical protein CTL0709	drug	may treat	autosomal recessive distal spinal muscular atrophy 2	disease
non-structural protein 6 [SARS-CoV-2]	drug	may treat	autosomal recessive distal spinal muscular atrophy 2	disease
PRE-084	drug	may treat	amyotrophic lateral sclerosis type 16	disease
dextromethorphan	drug	may treat	amyotrophic lateral sclerosis type 16	disease
(-)-pentazocine	drug	may treat	amyotrophic lateral sclerosis type 16	disease
bd-1047	drug	may treat	amyotrophic lateral sclerosis type 16	disease
Hypothetical protein CT_449	drug	may treat	amyotrophic lateral sclerosis type 16	disease
Hypothetical protein CTL0709	drug	may treat	amyotrophic lateral sclerosis type 16	disease
non-structural protein 6 [SARS-CoV-2]	drug	may treat	amyotrophic lateral sclerosis type 16	disease
glycochenodeoxycholic acid	drug	may treat	metabolic disease	disease
Inclusion membrane protein E CT_116	drug	may treat	autosomal dominant mental retardation 48	disease
Inclusion membrane protein E CTL0371	drug	may treat	autosomal dominant mental retardation 48	disease
sorafenib	drug	may treat	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	disease
Helicase [SARS-CoV-2]	drug	may treat	nonsyndromic deafness	disease
Helicase [SARS-CoV-2]	drug	may treat	autosomal recessive nonsyndromic deafness 24	disease
semagacestat	drug	may treat	Pick disease	disease
semagacestat	drug	may treat	Alzheimer disease 3	disease
semagacestat	drug	may treat	dilated cardiomyopathy 1U	disease
lonafarnib	drug	may treat	acute myeloid leukemia	disease
lonafarnib	drug	may treat	juvenile myelomonocytic leukemia	disease
lonafarnib	drug	may treat	Noonan syndrome 3	disease
Inclusion membrane protein F CTL0372	drug	may treat	autosomal dominant type IV Ehlers-Danlos syndrome	disease
Inclusion membrane protein F CT_117	drug	may treat	autosomal dominant type IV Ehlers-Danlos syndrome	disease
alvocidib	drug	may treat	melanoma, cutaneous malignant, susceptibility to, 3	disease
palbociclib	drug	may treat	melanoma, cutaneous malignant, susceptibility to, 3	disease
palbociclib	drug	may treat	rheumatoid arthritis	disease
palbociclib	drug	may treat	microcephaly 12, primary, autosomal recessive	disease
naltrexone	drug	may treat	coronary artery disease	disease
hydrocodone	drug	may treat	coronary artery disease	disease
methylnaltrexone	drug	may treat	coronary artery disease	disease
tapentadol	drug	may treat	coronary artery disease	disease
(-)-pentazocine	drug	may treat	coronary artery disease	disease
sufentanil	drug	may treat	coronary artery disease	disease
loperamide	drug	may treat	coronary artery disease	disease
diprenorphine	drug	may treat	coronary artery disease	disease
DADLE	drug	may treat	coronary artery disease	disease
butorphanol	drug	may treat	coronary artery disease	disease
L-morphan	drug	may treat	coronary artery disease	disease
nalorphine	drug	may treat	coronary artery disease	disease
naltrindole	drug	may treat	coronary artery disease	disease
dihydromorphine	drug	may treat	coronary artery disease	disease
nalmefene	drug	may treat	coronary artery disease	disease
endomorphin-1	drug	may treat	coronary artery disease	disease
alvimopan	drug	may treat	coronary artery disease	disease
DAMGO	drug	may treat	coronary artery disease	disease
etonitazene	drug	may treat	coronary artery disease	disease
levallorphan	drug	may treat	coronary artery disease	disease
levomethadone	drug	may treat	coronary artery disease	disease
quadazocine	drug	may treat	coronary artery disease	disease
naltriben	drug	may treat	coronary artery disease	disease
cebranopadol	drug	may treat	coronary artery disease	disease
eluxadoline	drug	may treat	coronary artery disease	disease
aminooxyacetic acid	drug	may treat	obesity	disease
hypothetical protein CTL0003	drug	may treat	melanoma-pancreatic cancer syndrome	disease
enoxaparin sodium	drug	may treat	antithrombin III deficiency	disease
tafamidis	drug	may treat	transthyretin amyloidosis	disease
tafamidis	drug	may treat	hereditary ATTR amyloidosis	disease
capsaicin	drug	may treat	cystic fibrosis	disease
capsaicin	drug	may treat	congenital bilateral aplasia of the vas deferens	disease
letrozole	drug	may treat	aromatase excess syndrome	disease
aminoglutethimide	drug	may treat	aromatase excess syndrome	disease
exemestane	drug	may treat	aromatase excess syndrome	disease
anastrozole	drug	may treat	aromatase excess syndrome	disease
testolactone	drug	may treat	aromatase excess syndrome	disease
azalanstat	drug	may treat	aromatase excess syndrome	disease
fadrozole	drug	may treat	aromatase excess syndrome	disease
maraviroc	drug	may treat	type 1 diabetes mellitus 22	disease
vicriviroc	drug	may treat	type 1 diabetes mellitus 22	disease
aplaviroc	drug	may treat	type 1 diabetes mellitus 22	disease
Cenicriviroc	drug	may treat	type 1 diabetes mellitus 22	disease
bisphenol A	drug	may treat	Kennedy disease	disease
fluoxymesterone	drug	may treat	Kennedy disease	disease
dihydrotestosterone	drug	may treat	Kennedy disease	disease
mifepristone	drug	may treat	Kennedy disease	disease
flutamide	drug	may treat	Kennedy disease	disease
nandrolone	drug	may treat	Kennedy disease	disease
methyltestosterone	drug	may treat	Kennedy disease	disease
cyproterone acetate	drug	may treat	Kennedy disease	disease
ethylestrenol	drug	may treat	Kennedy disease	disease
bicalutamide	drug	may treat	Kennedy disease	disease
enzalutamide	drug	may treat	Kennedy disease	disease
metribolone	drug	may treat	Kennedy disease	disease
nilutamide	drug	may treat	Kennedy disease	disease
andarine	drug	may treat	Kennedy disease	disease
dromostanolone propionate	drug	may treat	Kennedy disease	disease
mibolerone	drug	may treat	Kennedy disease	disease
testosterone propionate	drug	may treat	Kennedy disease	disease
hydroxyflutamide	drug	may treat	Kennedy disease	disease
plerixafor	drug	may treat	WHIM syndrome	disease
nepicastat	drug	may treat	dopamine beta-hydroxylase deficiency	disease
L-Tryptophan	drug	may treat	neonatal severe primary hyperparathyroidism	disease
cinacalcet	drug	may treat	neonatal severe primary hyperparathyroidism	disease
spermine	drug	may treat	neonatal severe primary hyperparathyroidism	disease
NPS-2143	drug	may treat	neonatal severe primary hyperparathyroidism	disease
ponatinib	drug	may treat	colorectal cancer	disease
sunitinib	drug	may treat	colorectal cancer	disease
sorafenib	drug	may treat	colorectal cancer	disease
linifanib	drug	may treat	colorectal cancer	disease
vandetanib	drug	may treat	colorectal cancer	disease
ponatinib	drug	may treat	phaeochromocytoma	disease
sunitinib	drug	may treat	phaeochromocytoma	disease
sorafenib	drug	may treat	phaeochromocytoma	disease
linifanib	drug	may treat	phaeochromocytoma	disease
vandetanib	drug	may treat	phaeochromocytoma	disease
ponatinib	drug	may treat	multiple endocrine neoplasia type 2A	disease
sunitinib	drug	may treat	multiple endocrine neoplasia type 2A	disease
sorafenib	drug	may treat	multiple endocrine neoplasia type 2A	disease
linifanib	drug	may treat	multiple endocrine neoplasia type 2A	disease
vandetanib	drug	may treat	multiple endocrine neoplasia type 2A	disease
ponatinib	drug	may treat	multiple endocrine neoplasia type 2B	disease
sunitinib	drug	may treat	multiple endocrine neoplasia type 2B	disease
sorafenib	drug	may treat	multiple endocrine neoplasia type 2B	disease
linifanib	drug	may treat	multiple endocrine neoplasia type 2B	disease
vandetanib	drug	may treat	multiple endocrine neoplasia type 2B	disease
ponatinib	drug	may treat	familial medullary thyroid carcinoma	disease
sunitinib	drug	may treat	familial medullary thyroid carcinoma	disease
sorafenib	drug	may treat	familial medullary thyroid carcinoma	disease
linifanib	drug	may treat	familial medullary thyroid carcinoma	disease
vandetanib	drug	may treat	familial medullary thyroid carcinoma	disease
ponatinib	drug	may treat	hereditary pheochromocytoma-paraganglioma	disease
sunitinib	drug	may treat	hereditary pheochromocytoma-paraganglioma	disease
sorafenib	drug	may treat	hereditary pheochromocytoma-paraganglioma	disease
linifanib	drug	may treat	hereditary pheochromocytoma-paraganglioma	disease
vandetanib	drug	may treat	hereditary pheochromocytoma-paraganglioma	disease
estriol	drug	may treat	obesity	disease
tamoxifen	drug	may treat	obesity	disease
estrone	drug	may treat	obesity	disease
ethinylestradiol	drug	may treat	obesity	disease
17β-estradiol	drug	may treat	obesity	disease
diethylstilbestrol	drug	may treat	obesity	disease
raloxifene	drug	may treat	obesity	disease
lasofoxifene	drug	may treat	obesity	disease
bazedoxifene	drug	may treat	obesity	disease
Hexestrol	drug	may treat	obesity	disease
estriol	drug	may treat	breast cancer	disease
tamoxifen	drug	may treat	breast cancer	disease
estrone	drug	may treat	breast cancer	disease
ethinylestradiol	drug	may treat	breast cancer	disease
17β-estradiol	drug	may treat	breast cancer	disease
diethylstilbestrol	drug	may treat	breast cancer	disease
raloxifene	drug	may treat	breast cancer	disease
lasofoxifene	drug	may treat	breast cancer	disease
bazedoxifene	drug	may treat	breast cancer	disease
Hexestrol	drug	may treat	breast cancer	disease
estriol	drug	may treat	alcohol dependence	disease
tamoxifen	drug	may treat	alcohol dependence	disease
estrone	drug	may treat	alcohol dependence	disease
ethinylestradiol	drug	may treat	alcohol dependence	disease
17β-estradiol	drug	may treat	alcohol dependence	disease
diethylstilbestrol	drug	may treat	alcohol dependence	disease
raloxifene	drug	may treat	alcohol dependence	disease
lasofoxifene	drug	may treat	alcohol dependence	disease
bazedoxifene	drug	may treat	alcohol dependence	disease
Hexestrol	drug	may treat	alcohol dependence	disease
Urofollitropin	drug	may treat	prostate cancer	disease
Urofollitropin	drug	may treat	erectile dysfunction	disease
Urofollitropin	drug	may treat	polycystic ovary syndrome	disease
Urofollitropin	drug	may treat	ovarian hyperstimulation syndrome	disease
Urofollitropin	drug	may treat	46 XX gonadal dysgenesis	disease
Nintedanib	drug	may treat	breast cancer	disease
Nintedanib	drug	may treat	Antley-Bixler syndrome	disease
Nintedanib	drug	may treat	Crouzon syndrone	disease
Nintedanib	drug	may treat	Beare-Stevenson cutis gyrata syndrome	disease
Nintedanib	drug	may treat	Jackson–Weiss syndrome	disease
Nintedanib	drug	may treat	McGillivray syndrome	disease
Nintedanib	drug	may treat	LADD syndrome	disease
DL-TBOA	drug	may treat	episodic ataxia type 6	disease
sunitinib	drug	may treat	Jackson–Weiss syndrome	disease
sorafenib	drug	may treat	Jackson–Weiss syndrome	disease
pazopanib	drug	may treat	Jackson–Weiss syndrome	disease
Nintedanib	drug	may treat	Jackson–Weiss syndrome	disease
sunitinib	drug	may treat	Encephalocraniocutaneous lipomatosis	disease
sorafenib	drug	may treat	Encephalocraniocutaneous lipomatosis	disease
pazopanib	drug	may treat	Encephalocraniocutaneous lipomatosis	disease
Nintedanib	drug	may treat	Encephalocraniocutaneous lipomatosis	disease
sunitinib	drug	may treat	osteoglophonic dwarfism	disease
sorafenib	drug	may treat	osteoglophonic dwarfism	disease
pazopanib	drug	may treat	osteoglophonic dwarfism	disease
Nintedanib	drug	may treat	osteoglophonic dwarfism	disease
sunitinib	drug	may treat	Hartsfield-Bixler-Demyer syndrome	disease
sorafenib	drug	may treat	Hartsfield-Bixler-Demyer syndrome	disease
pazopanib	drug	may treat	Hartsfield-Bixler-Demyer syndrome	disease
Nintedanib	drug	may treat	Hartsfield-Bixler-Demyer syndrome	disease
Nintedanib	drug	may treat	SADDAN	disease
Nintedanib	drug	may treat	bladder cancer	disease
Nintedanib	drug	may treat	seborrheic keratosis	disease
Nintedanib	drug	may treat	Muenke syndrome	disease
Nintedanib	drug	may treat	Crouzonodermoskeletal syndrome	disease
Nintedanib	drug	may treat	LADD syndrome	disease
Nintedanib	drug	may treat	camptodactyly-tall stature-scoliosis-hearing loss syndrome	disease
Nintedanib	drug	may treat	thanatophoric dysplasia type 2	disease
abarelix	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
buserelin	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
leuprolide	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
triptorelin	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
goserelin	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
cetrorelix	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
histrelin	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
elagolix	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
relugolix	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
sufugolix	drug	may treat	hypogonadotropic hypogonadism 7 with or without anosmia	disease
flunitrazepam	drug	may treat	early infantile epileptic encephalopathy 19	disease
diazepam	drug	may treat	early infantile epileptic encephalopathy 19	disease
zolpidem	drug	may treat	early infantile epileptic encephalopathy 19	disease
alprazolam	drug	may treat	early infantile epileptic encephalopathy 19	disease
clonazepam	drug	may treat	early infantile epileptic encephalopathy 19	disease
triazolam	drug	may treat	early infantile epileptic encephalopathy 19	disease
muscimol	drug	may treat	early infantile epileptic encephalopathy 19	disease
picrotoxin	drug	may treat	early infantile epileptic encephalopathy 19	disease
flumazenil	drug	may treat	early infantile epileptic encephalopathy 19	disease
ocinaplon	drug	may treat	early infantile epileptic encephalopathy 19	disease
bicuculline	drug	may treat	early infantile epileptic encephalopathy 19	disease
gaboxadol	drug	may treat	early infantile epileptic encephalopathy 19	disease
bretazenil	drug	may treat	early infantile epileptic encephalopathy 19	disease
methyl 6,7-dimethoxy-4-ethyl-β-carboline-3-carboxylate	drug	may treat	early infantile epileptic encephalopathy 19	disease
indiplon	drug	may treat	early infantile epileptic encephalopathy 19	disease
isoguvacine	drug	may treat	early infantile epileptic encephalopathy 19	disease
L-838417	drug	may treat	early infantile epileptic encephalopathy 19	disease
Ro-15-4513	drug	may treat	early infantile epileptic encephalopathy 19	disease
ZK93423	drug	may treat	early infantile epileptic encephalopathy 19	disease
L-822179	drug	may treat	early infantile epileptic encephalopathy 19	disease
ZK93426	drug	may treat	early infantile epileptic encephalopathy 19	disease
isonipecotic acid	drug	may treat	early infantile epileptic encephalopathy 19	disease
RO4938581	drug	may treat	early infantile epileptic encephalopathy 19	disease
terfenadine	drug	may treat	long QT syndrome	disease
astemizole	drug	may treat	long QT syndrome	disease
disopyramide	drug	may treat	long QT syndrome	disease
dofetilide	drug	may treat	long QT syndrome	disease
ibutilide	drug	may treat	long QT syndrome	disease
E4031	drug	may treat	long QT syndrome	disease
rottlerin	drug	may treat	long QT syndrome	disease
terfenadine	drug	may treat	short QT syndrome	disease
astemizole	drug	may treat	short QT syndrome	disease
disopyramide	drug	may treat	short QT syndrome	disease
dofetilide	drug	may treat	short QT syndrome	disease
ibutilide	drug	may treat	short QT syndrome	disease
E4031	drug	may treat	short QT syndrome	disease
rottlerin	drug	may treat	short QT syndrome	disease
miglitol	drug	may treat	glycogen storage disease II	disease
duvoglustat	drug	may treat	glycogen storage disease II	disease
mitotane	drug	may treat	glucocorticoid-remediable aldosteronism	disease
metyrapone	drug	may treat	glucocorticoid-remediable aldosteronism	disease
fadrozole	drug	may treat	glucocorticoid-remediable aldosteronism	disease
piracetam	drug	may treat	syndromic X-linked intellectual disability 94	disease
allopurinol	drug	may treat	obesity	disease
sunitinib	drug	may treat	acute myeloid leukemia	disease
sorafenib	drug	may treat	acute myeloid leukemia	disease
masitinib	drug	may treat	acute myeloid leukemia	disease
cediranib	drug	may treat	acute myeloid leukemia	disease
crenolanib	drug	may treat	acute myeloid leukemia	disease
linifanib	drug	may treat	acute myeloid leukemia	disease
pazopanib	drug	may treat	acute myeloid leukemia	disease
semaxanib	drug	may treat	acute myeloid leukemia	disease
sunitinib	drug	may treat	gastrointestinal stromal tumor	disease
sorafenib	drug	may treat	gastrointestinal stromal tumor	disease
masitinib	drug	may treat	gastrointestinal stromal tumor	disease
cediranib	drug	may treat	gastrointestinal stromal tumor	disease
crenolanib	drug	may treat	gastrointestinal stromal tumor	disease
linifanib	drug	may treat	gastrointestinal stromal tumor	disease
pazopanib	drug	may treat	gastrointestinal stromal tumor	disease
semaxanib	drug	may treat	gastrointestinal stromal tumor	disease
sunitinib	drug	may treat	piebaldism	disease
sorafenib	drug	may treat	piebaldism	disease
masitinib	drug	may treat	piebaldism	disease
cediranib	drug	may treat	piebaldism	disease
crenolanib	drug	may treat	piebaldism	disease
linifanib	drug	may treat	piebaldism	disease
pazopanib	drug	may treat	piebaldism	disease
semaxanib	drug	may treat	piebaldism	disease
diclofenac	drug	may treat	type 2 diabetes	disease
resveratrol	drug	may treat	type 2 diabetes	disease
linoleic acid	drug	may treat	type 2 diabetes	disease
indomethacin	drug	may treat	type 2 diabetes	disease
mesalazine	drug	may treat	type 2 diabetes	disease
pioglitazone	drug	may treat	type 2 diabetes	disease
bexarotene	drug	may treat	type 2 diabetes	disease
rosiglitazone	drug	may treat	type 2 diabetes	disease
bardoxolone methyl	drug	may treat	type 2 diabetes	disease
ciglitazone	drug	may treat	type 2 diabetes	disease
farglitazar	drug	may treat	type 2 diabetes	disease
netoglitazone	drug	may treat	type 2 diabetes	disease
Troglitazone	drug	may treat	type 2 diabetes	disease
diclofenac	drug	may treat	familial partial lipodystrophy	disease
resveratrol	drug	may treat	familial partial lipodystrophy	disease
linoleic acid	drug	may treat	familial partial lipodystrophy	disease
indomethacin	drug	may treat	familial partial lipodystrophy	disease
mesalazine	drug	may treat	familial partial lipodystrophy	disease
pioglitazone	drug	may treat	familial partial lipodystrophy	disease
bexarotene	drug	may treat	familial partial lipodystrophy	disease
rosiglitazone	drug	may treat	familial partial lipodystrophy	disease
bardoxolone methyl	drug	may treat	familial partial lipodystrophy	disease
ciglitazone	drug	may treat	familial partial lipodystrophy	disease
farglitazar	drug	may treat	familial partial lipodystrophy	disease
netoglitazone	drug	may treat	familial partial lipodystrophy	disease
Troglitazone	drug	may treat	familial partial lipodystrophy	disease
hydrochlorothiazide	drug	may treat	Gitelman syndrome	disease
metolazone	drug	may treat	Gitelman syndrome	disease
chlorothiazide	drug	may treat	Gitelman syndrome	disease
cyclothiazide	drug	may treat	Gitelman syndrome	disease
arachidonic acid	drug	may treat	focal segmental glomerulosclerosis 2	disease
hydron	drug	may treat	focal segmental glomerulosclerosis 2	disease
2-aminoethoxydiphenylborate	drug	may treat	focal segmental glomerulosclerosis 2	disease
20-HETE	drug	may treat	focal segmental glomerulosclerosis 2	disease
tetraethylammonium	drug	may treat	obesity	disease
tubocurarine	drug	may treat	obesity	disease
dapagliflozin	drug	may treat	renal glycosuria	disease
canagliflozin	drug	may treat	renal glycosuria	disease
empagliflozin	drug	may treat	renal glycosuria	disease
sergliflozin etabonate	drug	may treat	renal glycosuria	disease
pregnenolone sulfate	drug	may treat	congenital stationary night blindness 1C	disease
2-aminoethoxydiphenylborate	drug	may treat	spinocerebellar ataxia type 41	disease
2-aminoethoxydiphenylborate	drug	may treat	obesity	disease
adenosine triphosphate	drug	may treat	progressive familial heart block type IB	disease
adenosine diphosphate	drug	may treat	progressive familial heart block type IB	disease
adenosine	drug	may treat	progressive familial heart block type IB	disease
adenosine monophosphate	drug	may treat	progressive familial heart block type IB	disease
clotrimazole	drug	may treat	progressive familial heart block type IB	disease
spermine	drug	may treat	progressive familial heart block type IB	disease
AMP-PNP	drug	may treat	progressive familial heart block type IB	disease
tetrahydrocannabinol	drug	may treat	migraine disorder	disease
L-menthol	drug	may treat	migraine disorder	disease
linoleic acid	drug	may treat	migraine disorder	disease
anandamide	drug	may treat	migraine disorder	disease
clotrimazole	drug	may treat	migraine disorder	disease
cannabidiol	drug	may treat	migraine disorder	disease
NADA	drug	may treat	migraine disorder	disease
5-benzyloxytryptamine	drug	may treat	migraine disorder	disease
tetrahydrocannabinol	drug	may treat	amyotrophic lateral sclerosis	disease
L-menthol	drug	may treat	amyotrophic lateral sclerosis	disease
linoleic acid	drug	may treat	amyotrophic lateral sclerosis	disease
anandamide	drug	may treat	amyotrophic lateral sclerosis	disease
clotrimazole	drug	may treat	amyotrophic lateral sclerosis	disease
cannabidiol	drug	may treat	amyotrophic lateral sclerosis	disease
NADA	drug	may treat	amyotrophic lateral sclerosis	disease
5-benzyloxytryptamine	drug	may treat	amyotrophic lateral sclerosis	disease
tetrahydrocannabinol	drug	may treat	migraine without aura	disease
L-menthol	drug	may treat	migraine without aura	disease
linoleic acid	drug	may treat	migraine without aura	disease
anandamide	drug	may treat	migraine without aura	disease
clotrimazole	drug	may treat	migraine without aura	disease
cannabidiol	drug	may treat	migraine without aura	disease
NADA	drug	may treat	migraine without aura	disease
5-benzyloxytryptamine	drug	may treat	migraine without aura	disease
tetrahydrocannabinol	drug	may treat	migraine with aura	disease
L-menthol	drug	may treat	migraine with aura	disease
linoleic acid	drug	may treat	migraine with aura	disease
anandamide	drug	may treat	migraine with aura	disease
clotrimazole	drug	may treat	migraine with aura	disease
cannabidiol	drug	may treat	migraine with aura	disease
NADA	drug	may treat	migraine with aura	disease
5-benzyloxytryptamine	drug	may treat	migraine with aura	disease
cholesterol	drug	may treat	asthma	disease
cholesterol	drug	may treat	schizophrenia	disease
cholesterol	drug	may treat	mental depression	disease
adenosine triphosphate	drug	may treat	Lytico-bodig disease	disease
adenosine cyclic phosphate	drug	may treat	Lytico-bodig disease	disease
hydron	drug	may treat	Lytico-bodig disease	disease
nafamostat	drug	may treat	Lytico-bodig disease	disease
balanol	drug	may treat	Oguchi disease-2	disease
liothyronine	drug	may treat	congenital nongoitrous hypothryoidism 6	disease
DL-3,3',5'-triiodothyronine	drug	may treat	congenital nongoitrous hypothryoidism 6	disease
tiratricol	drug	may treat	congenital nongoitrous hypothryoidism 6	disease
mefenamic acid	drug	may treat	long QT syndrome	disease
niflumic acid	drug	may treat	long QT syndrome	disease
mefenamic acid	drug	may treat	type 2 diabetes	disease
niflumic acid	drug	may treat	type 2 diabetes	disease
mefenamic acid	drug	may treat	familial atrial fibrillation	disease
niflumic acid	drug	may treat	familial atrial fibrillation	disease
lonafarnib	drug	may treat	bladder cancer	disease
lonafarnib	drug	may treat	Costello syndrome	disease
lonafarnib	drug	may treat	Schimmelpenning syndrome	disease
lonafarnib	drug	may treat	follicular thyroid cancer	disease
oxytocin	drug	may treat	alcohol dependence	disease
arginine vasopressin	drug	may treat	alcohol dependence	disease
vasotocin	drug	may treat	alcohol dependence	disease
L-371,257	drug	may treat	alcohol dependence	disease
nelivaptan	drug	may treat	alcohol dependence	disease
relcovaptan	drug	may treat	alcohol dependence	disease
tolbutamide	drug	may treat	type 2 diabetes	disease
glyburide	drug	may treat	type 2 diabetes	disease
minoxidil	drug	may treat	type 2 diabetes	disease
nicorandil	drug	may treat	type 2 diabetes	disease
tolbutamide	drug	may treat	permanent neonatal diabetes mellitus	disease
glyburide	drug	may treat	permanent neonatal diabetes mellitus	disease
minoxidil	drug	may treat	permanent neonatal diabetes mellitus	disease
nicorandil	drug	may treat	permanent neonatal diabetes mellitus	disease
tolbutamide	drug	may treat	maturity-onset diabetes of the young type 13	disease
glyburide	drug	may treat	maturity-onset diabetes of the young type 13	disease
minoxidil	drug	may treat	maturity-onset diabetes of the young type 13	disease
nicorandil	drug	may treat	maturity-onset diabetes of the young type 13	disease
tolbutamide	drug	may treat	rare genetic diabetes mellitus	disease
glyburide	drug	may treat	rare genetic diabetes mellitus	disease
minoxidil	drug	may treat	rare genetic diabetes mellitus	disease
nicorandil	drug	may treat	rare genetic diabetes mellitus	disease
tetraethylammonium	drug	may treat	undetermined early-onset epileptic encephalopathy	disease
flupirtine	drug	may treat	undetermined early-onset epileptic encephalopathy	disease
ezogabine	drug	may treat	undetermined early-onset epileptic encephalopathy	disease
linopirdine	drug	may treat	undetermined early-onset epileptic encephalopathy	disease
tetraethylammonium	drug	may treat	coronary artery disease	disease
ezogabine	drug	may treat	coronary artery disease	disease
6-methyl-2-(phenylethynyl)pyridine	drug	may treat	attention deficit hyperactivity disorder	disease
ADX-47273	drug	may treat	attention deficit hyperactivity disorder	disease
CDPPB	drug	may treat	attention deficit hyperactivity disorder	disease
CTEP	drug	may treat	attention deficit hyperactivity disorder	disease
fenobam	drug	may treat	attention deficit hyperactivity disorder	disease
MTEP	drug	may treat	attention deficit hyperactivity disorder	disease
CHPG	drug	may treat	attention deficit hyperactivity disorder	disease
dipraglurant	drug	may treat	attention deficit hyperactivity disorder	disease
6-methyl-2-(phenylethynyl)pyridine	drug	may treat	rheumatoid arthritis	disease
ADX-47273	drug	may treat	rheumatoid arthritis	disease
CDPPB	drug	may treat	rheumatoid arthritis	disease
CTEP	drug	may treat	rheumatoid arthritis	disease
fenobam	drug	may treat	rheumatoid arthritis	disease
MTEP	drug	may treat	rheumatoid arthritis	disease
CHPG	drug	may treat	rheumatoid arthritis	disease
dipraglurant	drug	may treat	rheumatoid arthritis	disease
DCPG	drug	may treat	congenital stationary night blindness 1B	disease
eglumetad	drug	may treat	congenital stationary night blindness 1B	disease
LY379268	drug	may treat	congenital stationary night blindness 1B	disease
DCG-IV	drug	may treat	major depressive disorders	disease
DCG-IV	drug	may treat	cleft lip and cleft palate	disease
DCG-IV	drug	may treat	panic disorder	disease
DCG-IV	drug	may treat	unipolar depression	disease
DCG-IV	drug	may treat	mental depression	disease
DCPG	drug	may treat	mental depression	disease
eglumetad	drug	may treat	mental depression	disease
L-AP4	drug	may treat	mental depression	disease
DCG-IV	drug	may treat	atherosclerosis	disease
DCPG	drug	may treat	atherosclerosis	disease
eglumetad	drug	may treat	atherosclerosis	disease
L-AP4	drug	may treat	atherosclerosis	disease
DCG-IV	drug	may treat	human immunodeficiency virus infectious disease	disease
DCPG	drug	may treat	human immunodeficiency virus infectious disease	disease
eglumetad	drug	may treat	human immunodeficiency virus infectious disease	disease
L-AP4	drug	may treat	human immunodeficiency virus infectious disease	disease
tretinoin	drug	may treat	morbid obesity	disease
adapalene	drug	may treat	morbid obesity	disease
alitretinoin	drug	may treat	morbid obesity	disease
tazarotene	drug	may treat	morbid obesity	disease
tamibarotene	drug	may treat	morbid obesity	disease
cabozantinib	drug	may treat	multiple sclerosis	disease
